"ucl","uel","epl","LaLiga","Bundesliga","SerieA","Ligue1","hours","years","fifa","age","origin","gender","sm","region","marketing","ajax","everton","lyon","arsenal","valencia","schalke","napoli","barcelona","manu","besiktas","chelsea","acmilan","juventus","monaco","feyenoord","liverpool","galatasaray","nice","dortmund","intermilan","leicestercity","wolfsburg","porto","atletico","mancity","montpellier","bayernmunich","realmadrid","tottenham","marseille","roma","villarreal","fenerbahce","psg","benfica","sevilla","juventusS","intermilanS","dortmundS","monacoS","chelseaS","bayernmunichS","schalkeS","barcelonaS","liverpoolS","tottenhamS","atleticoS","mancityS","manuS","realmadridS","ajaxS","napoliS","leicestercityS","wolfsburgS","tc","tcp","ts","tsp"
"Yes","No","No","No","No","No","No","1-4 Hours","6+ Years","No Response","No Response","No Response","No Response","No Response","No Response","Agree",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"Yes","Yes","No","No","No","No","No","1-4 Hours","1-2 Years","No Response","No Response","No Response","No Response","No Response","Region 5","Agree",0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,10,27.8,5,13.9
"Yes","No","Yes","Yes","Yes","No","No","1-4 Hours","3-4 Years","No Response","No Response","No Response","No Response","No Response","No Response","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,24,66.7,12,33.3
"Yes","No","Yes","No","No","No","No","5+ Hours","6+ Years","No Response","No Response","No Response","No Response","No Response","No Response","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,34,94.4,9,25
"Yes","Yes","Yes","No","No","No","No","5+ Hours","6+ Years","No Response","No Response","No Response","No Response","No Response","No Response","Agree",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,35,97.2,8,22.2
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","22-25","United States","Male","No Response","Region 3","Strongly Agree",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11.1,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","26-29","United States","Male","No Response","Region 3","Agree",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11.1,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.3,1,2.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","No Response","No Response","No Response","No Response","Region 4","No Response",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,10,27.8,6,16.7
"Yes","No","Yes","Yes","Yes","Yes","Yes","1-4 Hours","5-6 Years","Rarely or Monthly","22-25","United States","Male","No Response","Region 5","No Response",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,30,83.3,12,33.3
"Yes","Yes","Yes","Yes","No","No","No","5+ Hours","5-6 Years","Rarely or Monthly","22-25","United States","Female","No Response","Region 5","No Response",1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,15,41.7,4,11.1
"No","No","No","No","No","No","No","0 Hours","0 Years","Weekly or Daily","18-21","United States","Male","No Response","Region 5","No Response",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,35,97.2,17,47.2
"No","No","No","No","No","No","No","0 Hours","0 Years","Weekly or Daily","22-25","Foreign Country","Male","No Response","Region 3","No Response",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,36,100,16,44.4
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","5-6 Years","Weekly or Daily","22-25","United States","Male","No Response","Region 4","Disagree",1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,30,83.3,11,30.6
"Yes","Yes","Yes","No","Yes","Yes","No","1-4 Hours","1-2 Years","Weekly or Daily","18-21","United States","Male","No Response","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,94.4,18,50
"No","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","6+ Years","Weekly or Daily","18-21","United States","Male","No Response","Region 5","Agree",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,30,83.3,17,47.2
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","5-6 Years","Weekly or Daily","No Response","No Response","No Response","No Response","No Response","No Response",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","Yes","Yes","Yes","Yes","No","No","5+ Hours","6+ Years","Weekly or Daily","30-41","Foreign Country","Male","Rarely","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,36,100,10,27.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","22-25","United States","Male","Rarely","Region 4","Disagree",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27.8,0,0
"Yes","No","Yes","No","Yes","No","No","1-4 Hours","6+ Years","Rarely or Monthly","30-41","United States","Male","Rarely","Region 1","Agree",0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Rarely","Region 1","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Rarely","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","26-29","United States","Female","Rarely","Region 1","Disagree",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.3,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","26-29","United States","Male","Rarely","Region 1","Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","26-29","United States","Male","Rarely","Region 2","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","26-29","United States","Female","Rarely","Region 5","No Response",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.3,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Female","Rarely","Region 1","No Response",1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38.9,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Female","Rarely","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.8,1,2.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","No Response","No Response","Rarely","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","6+ Years","Never","42+","United States","Male","Rarely","Region 1","Strongly Disagree",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Female","Rarely","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Rarely","Region 5","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Rarely","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Female","Rarely","Region 5","Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","3-4 Years","Never","26-29","United States","Female","Rarely","Region 2","Agree",1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,13,36.1,4,11.1
"No","No","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Never","30-41","Foreign Country","Male","Rarely","Region 1","Agree",1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,23,63.9,7,19.4
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Never","30-41","Foreign Country","Female","Rarely","Region 5","Disagree",1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33.3,0,0
"Yes","No","Yes","No","Yes","No","No","1-4 Hours","0 Years","Never","30-41","United States","Male","Rarely","Region 1","Agree",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30.6,1,2.8
"No","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Never","42+","Foreign Country","Male","Rarely","Region 3","Disagree",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,2,5.6,5,13.9
"Yes","No","Yes","No","No","No","No","1-4 Hours","5-6 Years","Never","42+","No Response","Male","Rarely","Region 5","Strongly Agree",1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,25,69.4,12,33.3
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Never","42+","United States","Male","Rarely","Region 4","Agree",1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,13,36.1,6,16.7
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Never","42+","United States","Male","Rarely","Region 4","Agree",0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33.3,0,0
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","6+ Years","Never","22-25","United States","Male","Rarely","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,35,97.2,10,27.8
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Never","26-29","Foreign Country","Male","Rarely","Region 1","Disagree",0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,12,33.3,5,13.9
"Yes","Yes","Yes","Yes","Yes","Yes","No","1-4 Hours","6+ Years","Never","26-29","United States","Male","Rarely","Region 4","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,33,91.7,13,36.1
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Never","30-41","United States","Male","Rarely","Region 5","Agree",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,27,75,8,22.2
"Yes","Yes","Yes","No","Yes","No","No","5+ Hours","6+ Years","Never","42+","United States","Male","Rarely","Region 3","Agree",1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,13,36.1,6,16.7
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","22-25","Foreign Country","Male","Rarely","Region 1","No Response",0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,47.2,1,2.8
"Yes","No","No","Yes","No","No","No","1-4 Hours","1-2 Years","Rarely or Monthly","18-21","United States","Female","Rarely","Region 4","Agree",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,97.2,18,50
"Yes","No","Yes","No","No","No","No","1-4 Hours","5-6 Years","Rarely or Monthly","18-21","United States","Female","Rarely","Region 5","No Response",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19.4,0,0
"No","No","No","Yes","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","18-21","United States","Male","Rarely","Region 5","No Response",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,30.6,3,8.3
"No","No","Yes","No","No","No","No","1-4 Hours","5-6 Years","Rarely or Monthly","22-25","United States","Female","Rarely","Region 1","Disagree",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.9,0,0
"No","No","Yes","No","No","No","No","1-4 Hours","1-2 Years","Rarely or Monthly","22-25","United States","Male","Rarely","Region 3","Agree",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16.7,0,0
"Yes","No","Yes","Yes","Yes","No","No","1-4 Hours","6+ Years","Rarely or Monthly","22-25","United States","Male","Rarely","Region 5","Agree",1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,41.7,4,11.1
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","6+ Years","Rarely or Monthly","26-29","Foreign Country","Male","Rarely","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,97.2,18,50
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","30-41","Foreign Country","Male","Rarely","Region 3","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,36,100,5,13.9
"No","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","30-41","United States","Male","Rarely","Region 1","Disagree",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,27.8,2,5.6
"Yes","No","No","No","Yes","No","No","1-4 Hours","6+ Years","Rarely or Monthly","42+","Foreign Country","Male","Rarely","Region 5","No Response",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,33,91.7,5,13.9
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","42+","United States","Male","Rarely","Region 5","Strongly Agree",0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,30.6,2,5.6
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","26-29","United States","Male","Rarely","Region 3","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,32,88.9,13,36.1
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","42+","United States","Male","Rarely","Region 5","Strongly Agree",0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,14,38.9,4,11.1
"Yes","Yes","Yes","Yes","Yes","Yes","No","5+ Hours","6+ Years","Rarely or Monthly","26-29","United States","Male","Rarely","Region 4","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,31,86.1,11,30.6
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Rarely","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,36,100,6,16.7
"Yes","No","Yes","No","No","No","No","1-4 Hours","5-6 Years","Weekly or Daily","26-29","United States","Female","Rarely","Region 5","Strongly Agree",0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,17,47.2,6,16.7
"No","No","No","Yes","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","30-41","United States","Male","Rarely","Region 3","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,88.9,17,47.2
"No","No","No","No","No","No","No","0 Hours","0 Years","Weekly or Daily","42+","Foreign Country","Female","Weekly","Region 1","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes","No","Yes","No","No","No","No","1-4 Hours","1-2 Years","Weekly or Daily","26-29","United States","Male","Weekly","Region 5","Disagree",0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36.1,0,0
"Yes","No","Yes","Yes","Yes","Yes","Yes","1-4 Hours","5-6 Years","Weekly or Daily","22-25","United States","Male","Weekly","Region 3","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","18-21","United States","Male","Weekly","Region 1","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","42+","United States","Male","Weekly","Region 5","Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes","No","No","Yes","No","No","No","1-4 Hours","1-2 Years","Rarely or Monthly","18-21","Foreign Country","Male","Weekly","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,36,100,16,44.4
"Yes","Yes","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","26-29","United States","Male","Weekly","Region 1","Agree",1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,23,63.9,10,27.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Weekly","Region 2","Strongly Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Male","Weekly","Region 4","Agree",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
